"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Instruction Statistics","Issued Instructions","inst","1041703322",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","InstructionStats","","","","FPInstructions","OPT","This kernel executes 120794571 fused and 76055841 non-fused FP64 instructions. By converting pairs of non-fused instructions to their fused (https://docs.nvidia.com/cuda/floating-point/#cuda-and-floating-point), higher-throughput equivalent, the achieved FP64 performance could be increased by up to 19% (relative to its current performance).","global","2.178"
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Launch Statistics","Block Size","","256",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Launch Statistics","Cluster Scheduling Policy","","PolicySpread",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Launch Statistics","Cluster Size","","0",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Launch Statistics","Function Cache Configuration","","CachePreferNone",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Launch Statistics","Grid Size","","563601",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Launch Statistics","Preferred Cluster Size","","n/a",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Launch Statistics","Registers Per Thread","register/thread","40",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Launch Statistics","Shared Memory Configuration Size","Kbyte","32.77",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Launch Statistics","Driver Shared Memory Per Block","Kbyte/block","1.02",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Launch Statistics","Dynamic Shared Memory Per Block","byte/block","0",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Launch Statistics","Static Shared Memory Per Block","byte/block","0",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Launch Statistics","# SMs","SM","132",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Launch Statistics","Stack Size","","1024",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Launch Statistics","Threads","thread","144281856",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Launch Statistics","# TPCs","","66",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Launch Statistics","Enabled TPC IDs","","all",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Launch Statistics","Uses Green Context","","0",
